2016-07-08 13:31:07,857-DEBUG(AccountFactory.java:92)[main]-Total account count: 1
2016-07-08 13:31:08,333-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 1
2016-07-08 13:31:08,334-DEBUG(JimboTaskRunner.java:255)[main]-Try to get request from RequestFactory queue.
2016-07-08 13:31:08,334-DEBUG(JimboTaskRunner.java:256)[main]-Account: cilhovimes;f1th5Kpqmr;http://cilhovimes.jimdo.com;waiceilirenul@mail.ru;R0OoBHoGAs
2016-07-08 13:31:08,334- INFO(JimboTaskRunner.java:260)[main]-Current thread count: 0
2016-07-08 13:31:08,382- INFO(JimboTaskRunner.java:261)[main]-Task retrieved. File name: ebookfr_14.txt
2016-07-08 13:31:08,383-DEBUG(JimboTaskRunner.java:262)[main]-Pending tasks: 4. Error tasks: 0
2016-07-08 13:31:08,399-DEBUG(TaskFactory.java:76)[pool-1-thread-1]-INC thread: 1
2016-07-08 13:31:08,399-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 2
2016-07-08 13:31:08,399- INFO(ProxyFactory.java:155)[pool-1-thread-1]-NOT USED proxy servers: 2303
2016-07-08 13:31:08,399-DEBUG(AccountFactory.java:402)[main]-Used account size decremented: 1
2016-07-08 13:31:08,400-DEBUG(JimboTaskRunner.java:302)[main]-Waiting when theads count will be decremented...
2016-07-08 13:31:08,445- INFO(AccountFactory.java:210)[pool-1-thread-1]-URL: http://a.jimdo.com/app/auth/signin/authenticate
2016-07-08 13:31:08,900-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 2
2016-07-08 13:31:08,900-DEBUG(AccountFactory.java:402)[main]-Used account size decremented: 1
2016-07-08 13:31:08,900-DEBUG(JimboTaskRunner.java:302)[main]-Waiting when theads count will be decremented...
2016-07-08 13:31:09,403-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 2
2016-07-08 13:31:09,403-DEBUG(AccountFactory.java:402)[main]-Used account size decremented: 1
2016-07-08 13:31:09,403-DEBUG(JimboTaskRunner.java:302)[main]-Waiting when theads count will be decremented...
2016-07-08 13:31:09,903-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 2
2016-07-08 13:31:09,903-DEBUG(AccountFactory.java:402)[main]-Used account size decremented: 1
2016-07-08 13:31:09,903-DEBUG(JimboTaskRunner.java:302)[main]-Waiting when theads count will be decremented...
2016-07-08 13:31:10,403-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 2
2016-07-08 13:31:10,403-DEBUG(AccountFactory.java:402)[main]-Used account size decremented: 1
2016-07-08 13:31:10,403-DEBUG(JimboTaskRunner.java:302)[main]-Waiting when theads count will be decremented...
2016-07-08 13:31:10,903-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 2
2016-07-08 13:31:10,903-DEBUG(AccountFactory.java:402)[main]-Used account size decremented: 1
2016-07-08 13:31:10,903-DEBUG(JimboTaskRunner.java:302)[main]-Waiting when theads count will be decremented...
2016-07-08 13:31:11,403-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 2
2016-07-08 13:31:11,403-DEBUG(AccountFactory.java:402)[main]-Used account size decremented: 1
2016-07-08 13:31:11,403-DEBUG(JimboTaskRunner.java:302)[main]-Waiting when theads count will be decremented...
2016-07-08 13:31:11,903-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 2
2016-07-08 13:31:11,903-DEBUG(AccountFactory.java:402)[main]-Used account size decremented: 1
2016-07-08 13:31:11,903-DEBUG(JimboTaskRunner.java:302)[main]-Waiting when theads count will be decremented...
2016-07-08 13:31:12,403-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 2
2016-07-08 13:31:12,403-DEBUG(AccountFactory.java:402)[main]-Used account size decremented: 1
2016-07-08 13:31:12,403-DEBUG(JimboTaskRunner.java:302)[main]-Waiting when theads count will be decremented...
2016-07-08 13:31:12,904-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 2
2016-07-08 13:31:12,905-DEBUG(AccountFactory.java:402)[main]-Used account size decremented: 1
2016-07-08 13:31:12,905-DEBUG(JimboTaskRunner.java:302)[main]-Waiting when theads count will be decremented...
2016-07-08 13:31:13,405-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 2
2016-07-08 13:31:13,405-DEBUG(AccountFactory.java:402)[main]-Used account size decremented: 1
2016-07-08 13:31:13,405-DEBUG(JimboTaskRunner.java:302)[main]-Waiting when theads count will be decremented...
2016-07-08 13:31:13,905-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 2
2016-07-08 13:31:13,905-DEBUG(AccountFactory.java:402)[main]-Used account size decremented: 1
2016-07-08 13:31:13,905-DEBUG(JimboTaskRunner.java:302)[main]-Waiting when theads count will be decremented...
2016-07-08 13:31:13,983- INFO(AccountFactory.java:285)[pool-1-thread-1]-URL: http://e.jimdo.com/app/auth/signin/start/?return=%2Fapp%2Fs6b65a4797ddc877b%2F%3Fsafemode%3D0
2016-07-08 13:31:14,405-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 2
2016-07-08 13:31:14,405-DEBUG(AccountFactory.java:402)[main]-Used account size decremented: 1
2016-07-08 13:31:14,405-DEBUG(JimboTaskRunner.java:302)[main]-Waiting when theads count will be decremented...
2016-07-08 13:31:14,868- INFO(AccountFactory.java:285)[pool-1-thread-1]-URL: http://e.jimdo.com/app/s6b65a4797ddc877b/?safemode=0
2016-07-08 13:31:14,905-DEBUG(AccountFactory.java:354)[main]-Used account 'cilhovimes' size incremented to 2
2016-07-08 13:31:14,905-DEBUG(AccountFactory.java:402)[main]-Used account size decremented: 1
2016-07-08 13:31:14,905-DEBUG(JimboTaskRunner.java:302)[main]-Waiting when theads count will be decremented...
